title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Giggles and Grins,2019,49,0,Post-Graduate,female,Critic,Employed,Comedy,2012,110,Winter,9926,1.3,"I can't believe I wasted money on a ticket to see this. The characters were one-dimensional, and the story was dull and uninspired.",25,19,29,0.11357105445771182,-0.9544794272310083,1.763369685794772,2.98697486103915,0
Rising Stars,2022,18,0,Post-Graduate,female,Critic,Student,Drama,2000,112,Summer,2889,2.8,An average effort that lacked a distinct spark.,8,22,17,-1.5831531326213542,-0.7809692604920502,-0.716286622474453,-0.3360126815081668,0
Innocence Lost,2019,61,0,Completed College,male,Viewer,Employed,Drama,2011,131,Summer,3260,3.9,Impressed by every aspect.,4,19,28,0.7703675139721889,0.8673773235280522,-0.5855558436812339,-1.1178921032840061,1
The Uncharted Journey,2021,28,1,Post-Graduate,female,Critic,Student,Action/Adventure,2007,112,Fall,3948,2.4,An uninspired and regrettable mess that left me unsatisfied.,9,21,24,-1.0358227496926231,-0.7809692604920502,-0.34312248570351234,-0.14054282606420698,0
Quest for Glory,2020,48,1,Completed College,male,Critic,Employed,Action/Adventure,2009,140,Spring,8533,2.5,"Not worth your money, disappointing.",5,20,26,0.05883801616483873,1.6481730738533638,1.2725126107032514,-0.9224222478400462,0
Tales of Tiny Explorers,2017,18,0,Completed High School,male,Critic,Student,Kids,2002,118,Fall,4368,2.4,A complete waste of time that I deeply regret.,9,17,19,-1.5831531326213542,-0.26043876027517576,-0.19512537763571716,-0.14054282606420698,0
Clash of Titans,2022,42,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2015,118,Summer,3638,2,"I expected more, but this movie left me thoroughly disappointed.",10,22,32,-0.26956021359239984,-0.26043876027517576,-0.4523584464202183,0.05492702937975282,0
Realm of Illusions,2012,67,0,Post-Graduate,female,Viewer,Employed,Drama,2005,112,Summer,1520,3.4,An average watch that didn't leave a strong impression.,10,12,22,1.0987657437294276,-0.7809692604920502,-1.1986867199620994,0.05492702937975282,1
Legends of Winter,2012,59,0,Post-Graduate,male,Critic,Employed,Drama,2006,108,Fall,2617,1.7,"Lousy acting, couldn't stand it.",6,12,23,0.6609014373864428,-1.1279895939699665,-0.8121323686516917,-0.7269523923960864,0
Chronicles of Courage,2021,30,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,1995,132,Summer,1983,3.4,An average journey that didn't fully engage me.,9,21,12,-0.926356673106877,0.9541324068975312,-1.0355375270206968,-0.14054282606420698,1
Lost in Time,2021,62,0,Post-Graduate,female,Viewer,Employed,Drama,2019,119,Summer,8311,4.1,A journey of discovery that left me spellbound.,8,21,36,0.8251005522650621,-0.1736836769056967,1.194285567867417,-0.3360126815081668,1
Whispers of Fate,2000,80,0,Post-Graduate,female,Viewer,Retired,Drama,2009,102,Fall,8887,3.1,A film that didn't leave a lasting impact.,9,0,26,1.8102952415367777,-1.648520094186841,1.397253030360393,-0.14054282606420698,1
Eternal Sunshine,2008,42,1,Completed College,male,Viewer,Employed,Drama,2017,142,Summer,4603,4.2,A symphony of emotions that left me deeply touched.,9,8,34,-0.26956021359239984,1.821683240592322,-0.11231747193111749,-0.14054282606420698,1
Secret of the Ancients,2022,69,0,Post-Graduate,male,Critic,Employed,Action/Adventure,2020,115,Summer,9029,2.3,A lackluster attempt that fell short in every way.,9,22,37,1.2082318203151736,-0.520704010383613,1.447290147849981,-0.14054282606420698,0
Dark Descent,2013,58,1,Post-Graduate,female,Viewer,Employed,Horror,2015,111,Spring,2185,3,A film that didn't fully engage me but had its moments.,12,13,32,0.6061683990935697,-0.8677243438615293,-0.9643579655214238,0.4458667402676725,1
Joyful Journeys,2018,40,0,Completed High School,female,Viewer,Employed,Kids,2005,111,Spring,9030,3.4,"I expected more from it, but it was passable.",9,18,22,-0.379026290178146,-0.8677243438615293,1.447642521916809,-0.14054282606420698,1
Broken Promises,2022,71,0,Post-Graduate,male,Critic,Retired,Drama,2008,125,Fall,5560,2.3,Waste of time.,3,22,25,1.3176978969009199,0.3468468233111777,0.2249045100233586,-1.313361958727966,0
Chronicles of Courage,2018,18,0,Completed High School,male,Viewer,Unemployed,Action/Adventure,1995,132,Summer,1983,3.6,Deserves all the praise.,4,18,12,-1.5831531326213542,0.9541324068975312,-1.0355375270206968,-1.1178921032840061,1
Frozen in Time,2021,43,0,Completed High School,female,Critic,Employed,Drama,1984,141,Winter,2736,2.3,A total letdown that I wouldn't wish upon anyone.,10,21,1,-0.21482717529952675,1.734928157222843,-0.7701998546991498,0.05492702937975282,0
Enchanted Hearts,2020,71,0,Post-Graduate,male,Viewer,Retired,Romance,2019,137,Summer,9467,3.9,A masterpiece that redefines cinematic excellence.,6,20,36,1.3176978969009199,1.3879078237449267,1.6016299891206816,-0.7269523923960864,1
Midnight Shadows,2008,60,0,Post-Graduate,male,Viewer,Retired,Horror,1995,140,Summer,4464,3.3,A neutral watch that neither impressed nor disappointed.,8,8,12,0.7156344756793158,1.6481730738533638,-0.16129746722022112,-0.3360126815081668,1
Tales of Tiny Explorers,2018,60,0,Completed College,female,Viewer,Employed,Kids,2002,118,Fall,4368,3.1,A film that didn't fully connect with me.,9,18,19,0.7156344756793158,-0.26043876027517576,-0.19512537763571716,-0.14054282606420698,1
Soulbound,2019,77,0,Post-Graduate,female,Viewer,Retired,Drama,2010,131,Fall,1618,3.4,A middle-of-the-road outing that left me with mixed feelings.,12,19,27,1.6460961266581584,0.8673773235280522,-1.1641540614129473,0.4458667402676725,1
Amour Forever,2012,47,1,Post-Graduate,female,Viewer,Employed,Romance,2004,134,Fall,6251,3.6,Brilliant acting and direction.,4,12,21,0.004104977871965638,1.1276425736364895,0.46839499020156444,-1.1178921032840061,1
Sweet Serenade,2022,55,0,Completed High School,male,Viewer,Unemployed,Romance,1996,118,Fall,3730,3.2,"It had its moments, but overall, it was just okay.",10,22,13,0.4419692842149504,-0.26043876027517576,-0.4199400322720346,0.05492702937975282,1
Unseen Horizons,2021,60,0,Completed College,male,Viewer,Employed,Drama,2010,127,Summer,7985,4.3,Spectacular and moving.,3,21,27,0.7156344756793158,0.5203569900501359,1.0794116220814616,-1.313361958727966,1
Magic of Childhood,2000,28,3,Completed High School,female,Viewer,Employed,Kids,2014,126,Winter,1036,4.3,"A breathtaking masterpiece that left me speechless. The storytelling, visuals, and performances were exceptional.",14,0,31,-1.0358227496926231,0.4336019066806568,-1.369235768306892,0.836806451155592,1
Epic Discovery,2022,59,0,Completed High School,male,Viewer,Employed,Action/Adventure,1994,130,Fall,7677,3.7,Unforgettable movie moments.,3,22,11,0.6609014373864428,0.7806222401585731,0.9708804094984118,-1.313361958727966,1
Eternal Sunshine,2013,64,0,Post-Graduate,male,Viewer,Employed,Drama,2017,142,Summer,4603,3.9,Incredible storytelling here.,3,13,34,0.9345666288508082,1.821683240592322,-0.11231747193111749,-1.313361958727966,1
Beneath the Surface,2016,33,0,Completed College,male,Viewer,Employed,Drama,2011,105,Fall,9202,3.7,Overflowing with heart and genuine emotion.,6,16,28,-0.7621575582282577,-1.3882548440784037,1.5082508614112393,-0.7269523923960864,1
Fun Under the Sun,2018,20,0,Completed College,female,Viewer,Employed,Comedy,2019,123,Summer,7699,3.4,A watchable film that left me feeling neutral.,8,18,36,-1.473687056035608,0.17333665657221958,0.9786326389686296,-0.3360126815081668,1
Whispers of Hope,2017,41,0,Post-Graduate,female,Critic,Employed,Drama,2018,120,Summer,389,2.2,An utterly forgettable and regrettable cinematic endeavor.,7,17,35,-0.3242932518852729,-0.08692859353621762,-1.597221789544662,-0.5314825369521267,0
Lost Treasures,2003,46,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.2,"It's neither here nor there, just an average movie.",10,3,26,-0.05062806042090746,1.99519340733128,-0.31070407155532864,0.05492702937975282,1
Reflections of Reality,2017,32,0,Completed High School,male,Viewer,Employed,Other,2019,132,Summer,2599,3.7,A cinematic gem that shines brightly in the industry.,9,17,36,-0.8168905965211307,0.9541324068975312,-0.8184751018545973,-0.14054282606420698,1
Stellar Explorers,2004,26,0,Post-Graduate,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,2.9,"It had its moments, but overall, it was just okay. I neither loved it nor hated it.",17,4,30,-1.1452888262783694,-1.9955404276647573,1.1220488841676597,1.4232160174874715,0
Shadowed Past,2013,58,0,Completed High School,female,Viewer,Employed,Drama,2017,103,Summer,4038,3.5,A true work of art that captures the essence of life.,11,13,34,0.6061683990935697,-1.561765010817362,-0.31140881968898476,0.25039688482371264,1
Tales of Tiny Explorers,2014,27,0,Post-Graduate,female,Viewer,Employed,Kids,2002,118,Fall,4368,3.1,"It didn't wow me, but it was watchable. A so-so film with some redeeming qualities.",17,14,19,-1.0905557879854961,-0.26043876027517576,-0.19512537763571716,1.4232160174874715,1
Wonderland Adventures,2017,51,0,Post-Graduate,male,Critic,Employed,Kids,2012,98,Spring,2160,1,A movie that failed to live up to its potential. Avoid.,11,17,29,0.22303713104345801,-1.9955404276647573,-0.9731673171921259,0.25039688482371264,0
Epic Discovery,2022,52,1,Completed College,female,Viewer,Employed,Action/Adventure,1994,130,Fall,7677,3.8,An emotional rollercoaster that pulled at my heartstrings.,8,22,11,0.2777701693363311,0.7806222401585731,0.9708804094984118,-0.3360126815081668,1
Shadowed Past,2012,67,0,Completed College,female,Viewer,Employed,Drama,2017,103,Summer,4038,3.5,A treasure trove of beauty and inspiration.,7,12,34,1.0987657437294276,-1.561765010817362,-0.31140881968898476,-0.5314825369521267,1
Enchanted Darkness,2019,45,1,Completed High School,female,Critic,Employed,Horror,2009,139,Summer,7361,2.6,"A truly awful movie. The special effects were laughable, and the dialogue was cringe-worthy. Avoid at all costs.",19,19,26,-0.10536109871378055,1.5614179904838847,0.8595302043807374,1.8141557283753913,0
Amour Forever,2022,18,0,Completed High School,female,Critic,Student,Romance,2004,134,Fall,6251,3.2,"Not the best, but it was bearable.",7,22,21,-1.5831531326213542,1.1276425736364895,0.46839499020156444,-0.5314825369521267,1
Empire of Shadows,2015,57,0,Post-Graduate,female,Critic,Student,Action/Adventure,2017,108,Summer,9606,2.7,An uninspired and regrettable mess that left me unsatisfied.,9,15,34,0.5514353608006966,-1.1279895939699665,1.6506099844097852,-0.14054282606420698,0
Beyond the Horizon,2021,43,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2010,107,Spring,6820,1.7,Disappointing movie.,2,21,27,-0.21482717529952675,-1.2147446773394455,0.668895834226744,-1.5088318141719257,0
Journey to the Unknown,2021,77,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,2000,107,Summer,2537,3,"It didn't leave a lasting impression, but it wasn't painful to watch.",14,21,17,1.6460961266581584,-1.2147446773394455,-0.8403222939979385,0.836806451155592,1
Quest for the Crystal,2015,56,1,Completed College,male,Critic,Employed,Action/Adventure,1996,109,Summer,3611,1.8,A trainwreck of a film that I wish I hadn't seen.,12,15,13,0.4967023225078235,-1.0412345106004874,-0.4618725462245765,0.4458667402676725,0
Amour Forever,2021,18,0,Post-Graduate,male,Viewer,Employed,Romance,2004,134,Fall,6251,4,A genuine masterpiece that left me in awe.,8,21,21,-1.5831531326213542,1.1276425736364895,0.46839499020156444,-0.3360126815081668,1
Enchanted Expeditions,2019,47,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2017,109,Summer,1969,3.1,It's hard to form a strong opinion about it.,10,19,34,0.004104977871965638,-1.0412345106004874,-1.04047076395629,0.05492702937975282,1
The Last Crusade,2020,24,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,2.9,A film that was neither remarkable nor disappointing.,8,20,32,-1.2547549028641154,-1.3014997607089247,-0.1514309933490348,-0.3360126815081668,0
The Hilarious Movie,2011,18,1,Post-Graduate,female,Viewer,Employed,Comedy,2014,126,Winter,1399,2.6,A complete waste of time that I won't get back.,11,11,31,-1.5831531326213542,0.4336019066806568,-1.2413239820482977,0.25039688482371264,0
Endless Love,2022,62,0,Post-Graduate,female,Viewer,Employed,Romance,2016,147,Spring,3185,3.3,It's neither remarkable nor terrible.,6,22,33,0.8251005522650621,2.2554586574397173,-0.6119838986933401,-0.7269523923960864,1
Beyond the Stars,2021,18,0,Post-Graduate,male,Viewer,Student,Sci-Fi,1997,133,Summer,3305,4.1,An unforgettable experience! The deep emotional connections and the exploration of human nature in this movie were thought-provoking. I highly recommend it.,23,21,14,-1.5831531326213542,1.0408874902670102,-0.5696990106739701,2.5960351501512307,1
Cosmic Adventures,2007,78,0,Post-Graduate,female,Critic,Retired,Sci-Fi,2012,119,Fall,8655,1.8,A forgettable experience that left me questioning its merit.,9,7,29,1.7008291649510314,-0.1736836769056967,1.3155022468562776,-0.14054282606420698,0
Fun Under the Sun,2012,38,0,Post-Graduate,female,Viewer,Employed,Comedy,2019,123,Summer,7699,3.1,"Some scenes were interesting, others were forgettable.",7,12,36,-0.4884923667638922,0.17333665657221958,0.9786326389686296,-0.5314825369521267,1
Secret of the Ancients,2011,32,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,3.6,This movie is pure magic. It captures the essence of childhood dreams and takes you on an adventure.,18,11,37,-0.8168905965211307,-0.520704010383613,1.447290147849981,1.6186858729314313,1
Galactic Odyssey,2020,27,0,Post-Graduate,female,Viewer,Retired,Sci-Fi,2010,113,Winter,3673,3.1,An okay experience that didn't fully connect.,8,20,27,-1.0905557879854961,-0.6942141771225712,-0.44002535408123533,-0.3360126815081668,1
Unseen Horizons,2021,18,0,Post-Graduate,male,Viewer,Student,Drama,2010,127,Summer,7985,4.8,An unforgettable experience.,3,21,27,-1.5831531326213542,0.5203569900501359,1.0794116220814616,-1.313361958727966,1
Heartstrings,2021,53,1,Completed High School,female,Critic,Employed,Romance,1991,123,Summer,5066,2.2,A lackluster effort that failed to engage or entertain.,9,21,8,0.3325032076292042,0.17333665657221958,0.05083172101028525,-0.14054282606420698,0
Beyond the Stars,2018,18,0,Completed College,female,Viewer,Student,Sci-Fi,1997,133,Summer,3305,4.3,Absolutely brilliant movie!,3,18,14,-1.5831531326213542,1.0408874902670102,-0.5696990106739701,-1.313361958727966,1
Legends of Winter,2019,51,1,Post-Graduate,female,Viewer,Employed,Drama,2006,108,Fall,2617,3.3,"I didn't love it, but I didn't hate it either. It didn't exceed my expectations.",18,19,23,0.22303713104345801,-1.1279895939699665,-0.8121323686516917,1.6186858729314313,1
Beyond the Stars,2021,24,0,Post-Graduate,female,Viewer,Employed,Sci-Fi,1997,133,Summer,3305,3.6,An absolute delight! The humor and heart in this movie make it an instant classic. Loved every minute of it.,20,21,14,-1.2547549028641154,1.0408874902670102,-0.5696990106739701,2.009625583819351,1
Lost in Time,2017,55,0,Post-Graduate,female,Critic,Employed,Drama,2019,119,Summer,8311,2.6,A movie that failed to deliver on its promises. Avoid at all costs.,13,17,36,0.4419692842149504,-0.1736836769056967,1.194285567867417,0.6413365957116323,0
Odyssey of Legends,2013,60,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2011,117,Fall,7179,1.8,This film was so bad it's almost impressive. I can't think of a single redeeming quality.,18,13,28,0.7156344756793158,-0.34719384364465483,0.7953981242180261,1.6186858729314313,0
Broken Promises,2021,50,1,Post-Graduate,male,Viewer,Employed,Drama,2008,125,Fall,5560,3.9,A cinematic triumph that left me in awe.,8,21,25,0.16830409275058492,0.3468468233111777,0.2249045100233586,-0.3360126815081668,1
Chronicles of Destiny,2019,18,0,Post-Graduate,female,Viewer,Student,Action/Adventure,2000,125,Fall,4695,3.8,"An absolute masterpiece! The performances, the music, and the visuals are all top-notch.",14,19,17,-1.5831531326213542,0.3468468233111777,-0.0798990577829338,0.836806451155592,1
Unbreakable Bonds,2020,18,1,Post-Graduate,female,Viewer,Student,Romance,2015,121,Spring,6916,4.6,Impressed by every aspect.,4,20,32,-1.5831531326213542,-1.7351016673855377e-4,0.7027237446422401,-1.1178921032840061,1
Crimson Echoes,2008,80,0,Completed College,male,Viewer,Retired,Drama,1995,139,Fall,955,3.4,An adequate effort that didn't quite shine.,8,8,12,1.8102952415367777,1.5614179904838847,-1.3977780677199667,-0.3360126815081668,1
The Uncharted Journey,2021,78,0,Completed College,male,Critic,Retired,Action/Adventure,2007,112,Fall,3948,1.7,Predictable and utterly unimpressive.,4,21,24,1.7008291649510314,-0.7809692604920502,-0.34312248570351234,-1.1178921032840061,0
Love in the Air,2010,45,0,Completed High School,male,Viewer,Employed,Romance,2018,130,Summer,6969,3.8,Cinematic excellence shines.,3,10,35,-0.10536109871378055,0.7806222401585731,0.7213995701841285,-1.313361958727966,1
